,name of company,college name,region,year
1368,Technocraft,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1369,Nomura,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1370,M&M,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1371,Praxair India (P) Ltd,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1372,Linit Export,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1373,ACE Industries,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1374,Zomato,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1375,Gandhi Automation,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1376,Meditronic,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1377,Anatomiz3DLL,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1378,Hi Tech International,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1379,Target Hydraulics,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1380,Trisha Media,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1381,Rosana Tools,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1382,Parle Global,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1383,Ramdev Chem.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1384,Schuco,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1385,Tata Motor Services,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1386,Arihant Packaging,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1387,NDTS India,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1388,Darshana Ind.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1389,ITD cementation,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1390,Thyssen Krupp,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1391,Swiss Engg.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1392,Ready MacoEngg,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1393,PrabhaEngg.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1394,Stylabs Info Solutions,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1395,Sundex Process Engineers,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1396,ICICI Prudential,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1397,Zeus Learning,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1398,CDK,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2016
1399,J P Morgan,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1400,RIL,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1401,ACG Worldwide,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1402,Morgan Stanley,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1403,TCS,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1404,ZS Associates,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1405,Media.net,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1406,Musigma,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1407,Dolat Capital,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1408,Quantiphi,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1409,Halftick,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1410,Mirraw,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1411,GEP,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1412,Reliance Jio,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1413,Technoforce,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1414,Godrej,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1415,Infosys,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1416,OFSS Consultant,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1417,OFSS application developer,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1418,Siemens,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1419,Seclore,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1420,L & T Infotech,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1421,Jacobs,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1422,PWC,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1423,Parikh Plast,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1424,Pure Water Management,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1425,Vistaar,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1426,E & Y,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1427,Reliance Petrochemical,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1428,DorfKetal,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1429,Book my show,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1430,L & T Tech,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1431,Bill desk,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1432,Infinite USA,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1433,NSE IT,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1434,Atos,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1435,Technimont ICB,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1436,Blue Star,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1437,Ariston Capital,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1438,Amdocs,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1439,AGR Knowledge Services  Pvt. Ltd.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1440,BNP Paribas,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1441,Tresvista,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1442,Zycus,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1443,Indus Valley Partners,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1444,Cimpress,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1445,Atidan (Dot Net),Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1446,Nerolac,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1447,Persistent,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1448,GE,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1449,Syntel,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1450,Toppr.com,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1451,Adobe,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1452,Sanmar,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1453,V C A Wabag,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1454,HUL,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1455,Global Space,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1456,Impact Analytics,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1457,Aufklaren,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1458,Awarthon,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1459,ICICI Prudential,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1460,Endurance,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1461,Visible Alpha,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1462,Deugro projects,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1463,TATA Projects,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1464,BOSCH,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1465,L&T,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1466,SNC Lavalin,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1467,Mahindra and Mahindra,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1468,Fortune Financial Services,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1469,CDP,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1470,NCDEX Ltd.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1471,CAPIOT,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1472,CACTUS,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1473,Edelweiss,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1474,RICL,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1475,Infogain,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1476,Naik wealth Planners,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1477,Sutherland global services,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1478,Amdocs,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1479,AGR Knowledge Services  Pvt. Ltd.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1480,BNP Paribas,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1481,Tresvista,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1482,Zycus,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1483,Indus Valley Partners,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1484,Cimpress,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1485,Atidan (Dot Net),Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1486,Nerolac,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1487,Persistent,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1488,GE,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1489,Syntel,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1490,Toppr.com,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1491,Adobe,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1492,Sanmar,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1493,V C A Wabag,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1494,HUL,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1495,Global Space,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1496,Impact Analytics,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1497,Aufklaren,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1498,Awarthon,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1499,ICICI Prudential,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1500,Endurance,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1501,Visible Alpha,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1502,Deugro projects,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1503,TATA Projects,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1504,BOSCH,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1505,L&T,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1506,SNC Lavalin,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1507,Mahindra and Mahindra,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1508,J P Morgan,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1509,RIL,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1510,ACG Worldwide,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1511,Pharmaeasy,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1512,Morgan Stanley,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1513,Indus Valley Partners,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1514,TCS,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1515,ZS Associates,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1516,Media.net,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1517,Musigma,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1518,Dolat Capital,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1519,Quantiphi,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1520,Halftick,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1521,Godrej,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1522,Infosys,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1523,OFSS,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1524,Seclore,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1525,L & T Infotech,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1526,Jacobs,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1527,Vistaar,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1528,E & Y,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1529,NSE IT,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1530,Atos,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1531,Blue Star,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1532,Fermenta BioTech.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1533,Directi,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1534,Wipro,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1535,Reliance Retail,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1536,College Pond,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1537,Capgemini,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1538,Selec,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1539,BNP Paribas,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1540,Visible Alpha,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1541,Techint,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1542,Deloittee,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1543,Mastek,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1544,"Avalon Global 
Research",Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1545,CN Water,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1546,Tata Communications,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1547,TIME,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1548,Endurance,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1549,Tresvista,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1550,ICICI Prudential,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1551,NSE Tech.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1552,Aufklren,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1553,Tata Projects,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1554,Hexaware,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1555,Apar Ind. Ltd.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1556,Allcargo Ltd.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1557,BYJU,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1558,Toppr.com,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1559,GE,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1560,Think Analytics,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1561,SSC Global,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1562,Cleartax,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1563,Graphene media,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1564,Browser Stack,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1565,Imaginarium,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1566,Logiqids,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1567,Amdocs,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1568,BOSCH,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1569,"Mahindra and 
Mahindra",Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1570,Nerolac Paints,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1571,Gandhi Automation,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1572,MARWADI Shares,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1573,FAB Tech.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1574,Film Board Movies,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1575,Sanmar,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1576,SNC Lavalin,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1577,Public media,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1578,Larsen and Toubro,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1579,Edelweiss,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1580,Aker,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1581,Aarti Ind.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1582,Ion Exchange,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1583,Arkk Consulting,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
